Time_ms,Cycle,Ax,Ay,Az,Force_kg
2057600,5878,537,-136,-18572,44.22
2057650,5879,130,-178,-6161,44.04
2057700,5879,142,-129,11352,44.71
2057750,5879,185,15,19637,44.11
2057800,5879,421,-51,11527,44.18
2057850,5879,375,-108,-5893,44.45
2057900,5879,3,173,-18245,43.98
2057950,5879,-136,-99,-15846,44.32
2058000,5880,44,24,-382,44.39
2058050,5880,238,-285,15718,44.52
2058100,5880,104,-62,18374,43.85
2058150,5880,-60,-49,6266,44.21
2058200,5880,-182,-170,-11563,43.76
2058250,5880,-338,7,-19417,43.87
2058300,5880,-181,0,-11313,43.86
2058350,5881,343,-153,6202,43.83
2058400,5881,-79,40,18512,44.03
2058450,5881,224,-108,15602,44.62
2058500,5881,123,-74,31,44.32
2058550,5881,283,-58,-15854,43.98
2058600,5881,6,-73,-18332,44.0
2058650,5881,-93,54,-5785,43.85
2058700,5882,324,-231,11501,43.91
2058750,5882,60,19,20071,44.29
2058800,5882,243,2,11532,44.8
2058850,5882,-154,-97,-5839,44.07
2058900,5882,105,-104,-18377,43.92
2058950,5882,310,-155,-15647,44.54
2059000,5882,231,-225,-21,44.39
2059050,5883,238,-118,15353,43.97
2059100,5883,-485,-4,18776,43.84
2059150,5883,-30,-34,5571,43.44
2059200,5883,341,39,-11570,43.54
2059250,5883,83,-31,-19488,44.07
2059300,5883,-7,-65,-11592,44.54
2059350,5883,-81,-52,5945,44.31
2059400,5884,-333,4,18493,44.06
2059450,5884,-359,-158,15994,43.79
2059500,5884,-428,-119,117,44.06
2059550,5884,108,-21,-15515,43.65
2059600,5884,-72,129,-18696,44.65
2059650,5884,362,-9,-6150,44.0
2059700,5884,26,42,11432,43.97
2059750,5885,-462,19,19181,44.17
2059800,5885,-464,-97,11334,43.81
2059850,5885,-13,-117,-6033,44.35
2059900,5885,-193,-81,-18717,43.76
2059950,5885,-357,-49,-15849,44.2
2060000,5885,197,-22,-168,44.17
2060050,5885,527,-7,15658,44.49
2060100,5886,545,-5,18798,44.33
2060150,5886,-277,-245,6258,43.52
2060200,5886,97,-188,-11500,44.11
2060250,5886,14,-41,-19631,44.21
2060300,5886,-73,-26,-11443,43.98
2060350,5886,-196,-54,6105,43.37
2060400,5886,225,-38,18694,43.82
2060450,5887,-8,-5,15733,43.88
2060500,5887,77,-99,151,44.06
2060550,5887,159,138,-16063,44.61
2060600,5887,-648,-92,-18520,44.04
2060650,5887,-662,-35,-6446,43.41
2060700,5887,-283,106,11454,44.41
2060750,5887,-494,-46,19572,43.68
2060800,5888,-354,117,11482,44.06
2060850,5888,412,-45,-6116,43.92
2060900,5888,249,-5,-18652,44.3
2060950,5888,106,-120,-15478,44.2
2061000,5888,-427,-175,188,43.55
2061050,5888,-133,-27,15710,44.22
2061100,5888,-164,-163,18783,43.96
2061150,5889,-780,-98,5811,43.73
2061200,5889,-215,-4,-11301,44.13
2061250,5889,-508,-38,-19559,43.91
2061300,5889,175,-34,-11457,44.38
2061350,5889,4,21,5782,43.24
2061400,5889,252,-126,18610,44.24
2061450,5889,91,-106,16071,43.84
2061500,5890,-270,-149,-109,43.89
2061550,5890,-9,-90,-15964,44.31
2061600,5890,67,-112,-18374,43.87
2061650,5890,-59,31,-6070,44.23
2061700,5890,-256,-72,11695,44.58
2061750,5890,690,-5,19572,44.09
2061800,5890,-63,-136,11555,44.02
2061850,5891,238,-80,-6127,44.33
2061900,5891,122,66,-18385,44.14
2061950,5891,-346,-69,-15629,44.26
2062000,5891,-269,-44,66,43.51
2062050,5891,290,-150,15625,44.36
2062100,5891,-121,-108,18420,44.73
2062150,5891,64,-140,5573,43.6
2062200,5892,195,-172,-11280,44.01
2062250,5892,9,-46,-19672,43.88
2062300,5892,4,-129,-11512,44.3
2062350,5892,439,-43,6109,43.66
2062400,5892,179,-141,18579,44.11
2062450,5892,-121,39,15452,43.78
2062500,5892,-90,-99,-4,44.58
2062550,5893,-385,-105,-15974,44.27
2062600,5893,9,-124,-18580,44.08
2062650,5893,-344,-194,-6032,44.61
2062700,5893,169,-57,11657,43.75
2062750,5893,57,195,19727,44.36
2062800,5893,-322,120,11293,43.55
2062850,5893,-25,-9,-6198,43.76
2062900,5894,-536,5,-18485,44.12
2062950,5894,440,29,-15539,44.03
2063000,5894,-73,-252,-276,44.16
2063050,5894,-213,113,15677,43.85
2063100,5894,273,109,18357,44.49
2063150,5894,745,-41,6217,44.36
2063200,5894,-455,-36,-11147,44.03
2063250,5895,-35,124,-19508,43.59
2063300,5895,-207,-83,-11108,43.45
2063350,5895,249,-51,5868,43.47
2063400,5895,-383,-122,18525,44.34
2063450,5895,-166,106,15993,43.85
2063500,5895,-435,-87,-323,44.13
2063550,5895,-343,-77,-15894,43.65
2063600,5896,278,42,-18075,43.89
2063650,5896,137,-119,-6162,44.18
2063700,5896,-194,0,11496,44.45
2063750,5896,460,-165,19486,43.86
2063800,5896,-66,-41,11198,43.78
2063850,5896,242,-169,-6132,44.08
2063900,5896,28,-113,-18528,44.7
2063950,5897,746,128,-15450,44.68
2064000,5897,-488,-136,102,43.65
2064050,5897,-200,-93,15602,44.74
2064100,5897,101,0,18934,44.32
2064150,5897,452,-50,6042,44.12
2064200,5897,255,-84,-11207,44.17
2064250,5897,-251,-20,-19168,44.06
2064300,5898,23,-149,-11226,43.94
2064350,5898,494,-51,5788,44.02
2064400,5898,466,-194,18416,44.21
2064450,5898,534,-95,15801,43.67
2064500,5898,67,14,55,43.68
2064550,5898,-239,0,-15502,43.89
2064600,5898,84,-66,-18322,44.52
2064650,5899,85,-116,-6000,44.4
2064700,5899,170,129,11400,43.87
2064750,5899,380,-37,19777,44.33
2064800,5899,-28,-144,11396,44.45
2064850,5899,-89,77,-6285,44.12
2064900,5899,-263,-206,-18452,44.46
2064950,5899,477,63,-15651,44.05
2065000,5900,21,49,-280,45.01
2065050,5900,330,48,15945,43.63
2065100,5900,-564,27,18319,44.25
2065150,5900,-26,52,6395,43.41
2065200,5900,-101,108,-11406,44.17
2065250,5900,-481,48,-19523,44.71
2065300,5900,197,-124,-11432,44.32
2065350,5901,613,-45,5911,43.86
2065400,5901,-262,-75,18332,44.82
2065450,5901,132,-255,15943,44.09
2065500,5901,246,-78,349,44.56
2065550,5901,73,-171,-15761,44.83
2065600,5901,490,-60,-18165,44.65
2065650,5901,-125,-31,-6166,44.0
2065700,5902,425,-100,11313,44.11
2065750,5902,-2,134,19527,44.51
2065800,5902,-373,-90,11618,43.38
2065850,5902,399,-27,-5856,43.73
2065900,5902,-264,-80,-18430,43.97
2065950,5902,83,-239,-15779,44.31
2066000,5902,-239,-137,80,43.46
2066050,5903,-30,-58,15712,44.22
2066100,5903,61,-86,18245,43.83
2066150,5903,186,-203,6222,43.77
2066200,5903,-100,-74,-11856,43.53
2066250,5903,271,-18,-19732,44.58
2066300,5903,-254,36,-11381,44.31
2066350,5903,166,-18,6444,43.75
2066400,5904,-368,-27,18457,43.35
2066450,5904,181,-117,15793,43.82
2066500,5904,-192,-185,-217,44.38
2066550,5904,-412,-75,-15806,44.5
2066600,5904,-157,-20,-18567,44.55
2066650,5904,-683,-4,-6051,44.51
2066700,5904,-136,-7,11568,43.51
2066750,5905,39,89,19347,44.44
2066800,5905,84,-176,11381,44.33
2066850,5905,179,70,-6046,44.14
2066900,5905,166,-110,-18829,44.07
2066950,5905,168,-164,-16054,43.75
2067000,5905,-338,54,344,43.65
2067050,5905,256,-37,15876,43.91
2067100,5906,105,-87,18598,43.76
2067150,5906,61,-66,5688,44.38
2067200,5906,306,74,-11627,44.42
2067250,5906,82,-33,-19607,44.19
2067300,5906,-244,-128,-11440,44.2
2067350,5906,-134,-100,6336,44.51
2067400,5906,23,7,18597,44.42
2067450,5907,-229,-307,15797,44.85
2067500,5907,-210,42,135,43.95
2067550,5907,527,-31,-15831,44.58
2067600,5907,-118,-76,-18163,44.13
2067650,5907,-51,-107,-6224,44.13
2067700,5907,673,14,11656,43.87
2067750,5907,101,-149,19425,44.07
2067800,5908,191,-121,11441,43.99
2067850,5908,-458,-157,-6250,43.52
2067900,5908,-202,-114,-18643,43.45
2067950,5908,209,-120,-16066,44.2
2068000,5908,711,20,-346,44.41
2068050,5908,306,-198,15966,44.34
2068100,5908,182,15,18933,44.39
2068150,5909,93,-164,6298,44.01
2068200,5909,11,12,-11728,43.83
2068250,5909,217,-115,-19330,43.54
2068300,5909,60,-164,-11381,43.86
2068350,5909,-532,65,6025,43.66
2068400,5909,398,88,18768,44.35
2068450,5909,-179,-50,15828,43.56
2068500,5910,-373,-30,34,43.88
2068550,5910,-85,4,-15575,43.97
2068600,5910,-1,-24,-18495,44.29
2068650,5910,-538,216,-6206,44.07
2068700,5910,-91,-25,11506,43.87
2068750,5910,-132,-163,19138,44.65
2068800,5910,34,-11,11648,43.45
2068850,5911,-230,113,-5993,43.92
2068900,5911,271,-191,-18777,44.03
2068950,5911,-313,-24,-15845,43.66
2069000,5911,-28,-24,-230,43.88
2069050,5911,381,10,16225,44.64
2069100,5911,-582,-94,18555,44.27
2069150,5911,223,-33,6220,44.01
2069200,5912,-108,-36,-11325,43.98
2069250,5912,-229,-269,-19063,43.91
2069300,5912,-133,-266,-11530,44.1
2069350,5912,560,-89,6203,44.44
2069400,5912,-183,13,18687,43.09
2069450,5912,-844,-127,15818,43.65
2069500,5912,458,-279,184,44.27
2069550,5913,-148,-84,-15791,43.97
2069600,5913,189,-30,-18678,44.16
2069650,5913,146,-114,-6251,44.12
2069700,5913,315,51,11464,43.63
2069750,5913,534,-51,19787,44.12
2069800,5913,189,-162,11371,44.18
2069850,5913,-33,-73,-6058,43.65
2069900,5914,471,-9,-18429,43.92
2069950,5914,-434,-5,-15889,44.19
2070000,5914,-223,-249,-114,43.49
2070050,5914,148,-122,15508,44.28
2070100,5914,210,-92,18257,43.73
2070150,5914,223,-227,6185,43.96
2070200,5914,407,-73,-11233,44.24
2070250,5915,61,214,-19416,43.6
2070300,5915,132,-165,-11540,43.65
2070350,5915,108,-196,6140,44.53
2070400,5915,290,-137,18613,44.23
2070450,5915,-289,69,15765,43.51
2070500,5915,322,-53,25,43.58
2070550,5915,-259,-14,-15820,44.1
2070600,5916,-430,-195,-18902,43.6
2070650,5916,-288,-137,-6260,43.17
2070700,5916,-217,-167,11002,44.17
2070750,5916,-159,-25,19552,43.56
2070800,5916,14,-8,11119,44.42
2070850,5916,197,156,-6149,43.32
2070900,5916,55,127,-18399,43.81
2070950,5917,-98,0,-16034,44.1
2071000,5917,734,-206,6,43.7
2071050,5917,130,-25,16050,44.41
2071100,5917,37,86,18647,44.69
2071150,5917,-382,-133,5877,43.84
2071200,5917,-534,26,-11333,44.3
2071250,5917,-59,-29,-18967,43.54
2071300,5918,-305,-98,-11474,43.7
2071350,5918,189,65,5980,44.97
2071400,5918,80,-223,18493,44.57
2071450,5918,307,199,15535,44.53
2071500,5918,-163,69,-5,43.97
2071550,5918,-135,112,-15843,43.51
2071600,5918,397,-196,-18608,43.7
2071650,5919,-47,-105,-6192,44.32
2071700,5919,-30,-33,11426,44.44
2071750,5919,-135,-116,19371,44.7
2071800,5919,-543,-101,11696,43.76
2071850,5919,105,44,-5838,44.36
2071900,5919,-245,65,-18653,44.36
2071950,5919,45,-98,-15706,43.78
2072000,5920,-533,-51,-141,44.41
2072050,5920,-146,95,15838,44.97
2072100,5920,-221,105,18289,44.26
2072150,5920,399,-214,6250,43.35
2072200,5920,381,-316,-11306,43.5
2072250,5920,-333,-48,-19543,43.99
2072300,5920,-164,-1,-11199,44.33
2072350,5921,179,-171,5477,43.78
2072400,5921,-326,-49,18624,44.2
2072450,5921,111,-123,15644,43.62
2072500,5921,-180,-6,184,44.14
2072550,5921,691,-27,-15551,43.45
2072600,5921,-147,112,-18296,43.92
2072650,5921,-495,-26,-6564,44.25
2072700,5922,235,90,11556,44.69
2072750,5922,-43,21,19604,43.9
2072800,5922,50,-24,11688,44.19
2072850,5922,-359,-2,-5973,43.43
2072900,5922,-207,5,-18309,44.14
2072950,5922,-363,23,-15850,43.63
2073000,5922,209,-162,-212,44.17
2073050,5923,656,-65,15517,44.07
2073100,5923,255,-155,18248,44.39
2073150,5923,270,216,5786,44.39
2073200,5923,-89,-31,-11127,42.86
2073250,5923,341,-153,-19637,44.47
2073300,5923,201,-216,-11275,43.9
2073350,5923,9,121,5691,44.37
2073400,5924,-734,-28,18630,44.7
2073450,5924,-16,-1,15584,44.56
2073500,5924,-160,88,2,44.01
2073550,5924,79,-244,-16014,44.3
2073600,5924,16,-60,-18365,44.06
2073650,5924,241,137,-6074,42.94
2073700,5924,43,-164,11485,44.69
2073750,5925,525,-35,19193,43.55
2073800,5925,-226,-64,11628,43.98
2073850,5925,187,-68,-5715,44.49
2073900,5925,-646,-96,-18515,44.01
2073950,5925,-186,96,-15708,43.96
2074000,5925,609,-105,-219,43.61
2074050,5925,-390,-63,15420,43.87
2074100,5926,79,-162,18459,43.41
2074150,5926,392,-65,5774,43.75
2074200,5926,-404,173,-11325,43.93
2074250,5926,-137,78,-19305,43.84
2074300,5926,-142,-10,-11828,44.37
2074350,5926,0,34,5870,44.35
2074400,5926,-305,-52,18627,44.42
2074450,5927,183,-225,15749,44.0
2074500,5927,369,-28,-415,44.18
2074550,5927,-506,62,-16224,43.75
2074600,5927,-386,-6,-18330,44.74
2074650,5927,-222,118,-6125,43.98
2074700,5927,322,-84,11330,43.74
2074750,5927,77,-69,19476,43.7
2074800,5928,173,-201,11330,43.88
2074850,5928,513,-145,-6020,44.15
2074900,5928,-196,-18,-18501,43.61
2074950,5928,-246,-98,-15898,44.03
2075000,5928,249,137,245,44.14
2075050,5928,167,-244,15906,44.01
2075100,5928,165,66,18720,44.15
2075150,5929,133,-61,6416,44.62
2075200,5929,-128,31,-11371,44.14
2075250,5929,-295,-129,-19394,44.1
2075300,5929,-279,-138,-11506,44.02
2075350,5929,200,-94,6290,44.25
2075400,5929,162,0,18733,45.22
2075450,5929,-184,-74,16074,44.11
2075500,5930,-23,3,-105,43.59
2075550,5930,589,32,-15865,43.69
2075600,5930,-15,-251,-18379,44.78
2075650,5930,-83,-66,-6016,44.15
2075700,5930,-84,35,11610,45.02
2075750,5930,-321,-7,19566,43.49
2075800,5930,85,64,11287,43.75
2075850,5931,-38,-30,-5748,43.85
2075900,5931,-347,77,-18191,44.02
2075950,5931,-114,-46,-15879,43.26
2076000,5931,307,-27,90,43.46
2076050,5931,-460,49,15751,44.01
2076100,5931,-160,-216,18579,44.2
2076150,5931,60,-124,5923,43.84
2076200,5932,71,-128,-11451,44.16
2076250,5932,-38,-103,-19764,44.19
2076300,5932,-115,3,-11116,44.01
2076350,5932,111,-99,5998,43.87
2076400,5932,-343,-112,18378,43.75
2076450,5932,5,-104,15780,44.28
2076500,5932,-223,94,-49,44.63
2076550,5933,404,2,-15989,43.94
2076600,5933,-282,27,-18588,43.87
2076650,5933,210,-168,-6125,44.19
2076700,5933,-244,-210,11327,44.16
2076750,5933,285,15,19238,43.27
2076800,5933,-616,41,11352,44.77
2076850,5933,390,-20,-5694,44.15
2076900,5934,-606,-33,-18502,44.03
2076950,5934,56,-33,-15555,43.33
2077000,5934,411,-244,383,43.72
2077050,5934,-265,93,15640,43.93
2077100,5934,127,-53,18077,44.53
2077150,5934,-18,3,5987,44.32
2077200,5934,-47,-5,-11672,44.27
2077250,5935,198,62,-19501,43.83
2077300,5935,98,1,-11001,44.5
2077350,5935,-214,-217,6019,42.92
2077400,5935,399,-30,18529,44.15
2077450,5935,-405,70,15746,43.96
2077500,5935,-105,-160,-268,43.85
2077550,5935,536,-114,-15526,43.35
2077600,5936,107,0,-18625,44.23
2077650,5936,124,-175,-6198,43.77
2077700,5936,367,-34,11238,44.3
2077750,5936,-13,63,19414,43.93
2077800,5936,14,37,11471,44.37
2077850,5936,-21,-201,-6050,43.77
2077900,5936,297,-84,-18436,44.14
2077950,5937,108,0,-15837,44.36
2078000,5937,-252,-82,101,43.71
2078050,5937,409,-154,15862,43.41
2078100,5937,250,-112,18395,43.5
2078150,5937,-136,-61,5886,44.24
2078200,5937,411,-72,-11226,43.32
2078250,5937,193,-133,-19834,44.45
2078300,5938,434,76,-11103,44.46
2078350,5938,-577,78,6133,44.71
2078400,5938,-163,-31,18643,44.37
2078450,5938,519,-184,15592,44.35
2078500,5938,-193,-94,-54,44.28
2078550,5938,-225,187,-15394,43.71
2078600,5938,474,49,-18490,43.89
2078650,5939,155,-28,-5933,43.53
2078700,5939,-105,-10,11532,43.42
2078750,5939,-226,-71,19405,44.15
2078800,5939,-30,-127,11906,44.43
2078850,5939,-160,-68,-5874,43.99
2078900,5939,232,-22,-18147,44.13
2078950,5939,368,-17,-15647,44.42
2079000,5940,284,-40,-186,43.89
2079050,5940,217,61,15705,44.49
2079100,5940,-584,-118,18421,44.57
2079150,5940,-113,-153,6129,44.78
2079200,5940,158,-36,-11814,44.05
2079250,5940,532,-142,-19772,43.97
2079300,5940,262,24,-11560,44.43
2079350,5941,-50,25,6036,43.7
2079400,5941,-180,7,18559,44.3
2079450,5941,488,-11,15858,44.05
2079500,5941,383,87,-234,44.44
2079550,5941,-68,-94,-15657,43.46
2079600,5941,-451,4,-18112,43.72
2079650,5941,431,-53,-5497,43.54
2079700,5942,358,-55,11787,43.79
2079750,5942,71,47,19198,44.25
2079800,5942,330,-31,10986,44.36
2079850,5942,-38,-119,-6111,43.87
2079900,5942,220,-61,-18488,44.4
2079950,5942,-467,-148,-15775,44.04
2080000,5942,-507,-168,97,44.37
2080050,5943,208,-1,15613,45.17
2080100,5943,-646,42,18615,44.41
2080150,5943,-157,-66,6235,44.16
2080200,5943,-360,11,-11515,44.22
2080250,5943,-123,-2,-19528,44.86
2080300,5943,-201,-1,-11198,44.28
2080350,5943,-187,72,6069,43.85
2080400,5944,141,98,18374,44.1
2080450,5944,-591,70,16021,43.52
2080500,5944,402,-76,359,44.04
2080550,5944,255,64,-15776,43.62
2080600,5944,604,16,-18478,43.41
2080650,5944,88,157,-5967,44.23
2080700,5944,556,2,11571,44.99
2080750,5945,-320,-293,19533,44.64
2080800,5945,509,59,11602,44.01
2080850,5945,-187,-23,-5750,44.44
2080900,5945,28,-107,-18688,44.18
2080950,5945,-178,21,-15952,43.61
2081000,5945,-550,-25,-133,43.59
2081050,5945,-283,-134,15518,44.4
2081100,5946,654,-88,18297,43.41
2081150,5946,-314,-157,5899,43.93
2081200,5946,-199,48,-11066,44.18
2081250,5946,-162,1,-19468,43.46
2081300,5946,-174,-114,-11493,43.69
2081350,5946,-163,83,5976,44.18
2081400,5946,-110,39,18416,44.78
2081450,5947,-219,-93,15661,43.98
2081500,5947,-380,-77,84,43.07
2081550,5947,-677,-74,-16178,44.14
2081600,5947,285,-124,-18436,42.71
2081650,5947,-145,85,-6102,43.19
2081700,5947,476,-61,11507,44.21
2081750,5947,-302,-151,19568,43.99
2081800,5948,544,23,11515,43.75
2081850,5948,94,-86,-5565,44.17
2081900,5948,27,-47,-18671,43.86
2081950,5948,125,101,-15566,44.45
2082000,5948,-168,-18,382,43.99
2082050,5948,355,215,16131,44.2
2082100,5948,142,95,18314,44.44
2082150,5949,6,12,5901,43.41
2082200,5949,-158,45,-11483,43.59
2082250,5949,360,-80,-19429,43.63
2082300,5949,-210,-74,-11431,44.27
2082350,5949,469,-107,6276,44.69
2082400,5949,477,-49,18891,43.67
2082450,5949,-71,-104,15801,43.78
2082500,5950,859,-3,-18,44.02
2082550,5950,99,-190,-15652,44.01
2082600,5950,-352,-67,-18394,43.85
2082650,5950,378,-26,-6061,43.85
2082700,5950,131,-214,11579,44.01
2082750,5950,268,115,19318,44.57
2082800,5950,101,-244,11384,44.59
2082850,5951,251,0,-6084,44.09
2082900,5951,-675,-51,-18444,43.6
2082950,5951,-298,-135,-15801,44.8
2083000,5951,206,-135,-393,44.01
2083050,5951,-325,-107,15834,43.74
2083100,5951,-32,37,18514,44.24
2083150,5951,-117,-128,6192,43.75
2083200,5952,-83,-74,-11732,43.89
2083250,5952,117,-220,-19995,44.21
2083300,5952,330,73,-11360,43.44
2083350,5952,228,16,5704,43.9
2083400,5952,207,-56,18815,44.25
2083450,5952,5,87,15848,44.45
2083500,5952,310,-274,-197,44.34
2083550,5953,447,89,-16070,43.82
2083600,5953,88,31,-18526,43.51
2083650,5953,-78,-78,-5983,44.0
2083700,5953,83,-248,11280,43.16
2083750,5953,307,38,19444,43.94
2083800,5953,-17,-128,11372,43.82
2083850,5953,-297,27,-6090,44.46
2083900,5954,-66,-42,-18513,43.84
2083950,5954,54,-39,-15453,43.7
2084000,5954,220,7,4,44.2
2084050,5954,-150,-72,15622,44.32
2084100,5954,236,-170,18337,44.39
2084150,5954,337,-126,6108,44.25
2084200,5954,640,0,-11408,43.34
2084250,5955,-66,-112,-19787,43.86
2084300,5955,333,75,-11425,44.57
2084350,5955,-362,-51,6108,44.4
2084400,5955,118,-111,18478,43.85
2084450,5955,193,-13,15880,44.27
2084500,5955,87,-111,55,44.66
2084550,5955,-141,57,-15713,44.03
2084600,5956,225,64,-18121,44.66
2084650,5956,528,-313,-6195,43.7
2084700,5956,629,15,11388,43.75
2084750,5956,-360,13,19313,43.4
2084800,5956,169,-55,12009,44.49
2084850,5956,-428,-26,-6052,44.53
2084900,5956,-174,-91,-18612,43.94
2084950,5957,-163,-86,-16096,44.94
2085000,5957,-21,-92,12,43.81
2085050,5957,-39,-79,15913,43.71
2085100,5957,-154,-20,18517,44.16
2085150,5957,-336,-75,6067,44.56
2085200,5957,-291,-118,-11257,44.18
2085250,5957,-273,-134,-19391,43.87
2085300,5958,33,-69,-11311,44.07
2085350,5958,-572,-74,5823,44.27
2085400,5958,80,-43,18661,43.49
2085450,5958,-81,22,15891,43.58
2085500,5958,265,-6,217,44.16
2085550,5958,-287,41,-15415,44.6
2085600,5958,-261,83,-18490,44.54
2085650,5959,-329,-82,-5987,43.58
2085700,5959,377,-213,11223,43.77
2085750,5959,-97,-210,19316,44.53
2085800,5959,147,2,11373,44.12
2085850,5959,-137,-128,-5753,44.75
2085900,5959,-28,-69,-18787,43.9
2085950,5959,-122,-9,-15758,43.93
2086000,5960,-257,-87,113,43.66
2086050,5960,-381,-79,15731,44.57
2086100,5960,-89,-189,18641,44.23
2086150,5960,504,-80,6249,44.29
2086200,5960,68,-18,-11556,43.94
2086250,5960,-193,85,-19688,43.14
2086300,5960,-58,-27,-11571,44.12
2086350,5961,204,-89,6086,44.47
2086400,5961,-89,-26,18691,44.53
2086450,5961,221,-102,15958,43.84
2086500,5961,-25,117,36,44.71
2086550,5961,-228,8,-15627,43.64
2086600,5961,47,-108,-18582,44.68
2086650,5961,639,0,-6329,44.53
2086700,5962,86,141,11602,44.8
2086750,5962,493,46,19888,44.49
2086800,5962,2,31,11784,44.11
2086850,5962,242,-177,-6014,43.38
2086900,5962,-282,77,-18706,44.96
2086950,5962,-625,-56,-15264,44.31
2087000,5962,-668,48,483,44.12
2087050,5963,-430,-173,15828,44.35
2087100,5963,227,-114,18879,44.65
2087150,5963,277,44,5887,44.01
2087200,5963,238,-131,-11390,43.63
2087250,5963,-367,-208,-19867,43.78
2087300,5963,488,-4,-11962,44.18
2087350,5963,276,-5,5510,44.29
2087400,5964,-94,-24,18694,43.55
2087450,5964,450,-43,15636,43.78
2087500,5964,277,85,-332,44.01
2087550,5964,163,-146,-16067,43.58
2087600,5964,-28,-103,-18648,44.31
2087650,5964,-169,-156,-6031,44.27
2087700,5964,207,-146,11710,44.13
2087750,5965,623,-183,19928,43.78
2087800,5965,267,-36,11489,44.08
2087850,5965,-81,-93,-5871,43.03
2087900,5965,89,-15,-18614,43.96
2087950,5965,51,34,-15683,43.81
2088000,5965,123,-263,-83,44.53
2088050,5965,-15,-63,15972,44.22
2088100,5966,2,-74,18709,43.53
2088150,5966,239,29,5900,43.77
2088200,5966,-62,-50,-11515,44.8
2088250,5966,-31,-100,-19805,43.5
2088300,5966,266,-267,-11449,43.39
2088350,5966,208,24,6102,43.24
2088400,5966,402,-111,18248,44.16
2088450,5967,383,-76,15707,44.4
2088500,5967,726,87,69,43.56
2088550,5967,-116,195,-15794,44.55
2088600,5967,-214,-137,-18234,44.09
2088650,5967,-844,-229,-6210,45.24
2088700,5967,-56,-88,11240,44.33
2088750,5967,-75,-77,19452,44.55
2088800,5968,-130,22,11276,43.85
2088850,5968,140,-183,-5896,43.81
2088900,5968,83,-82,-18396,43.93
2088950,5968,-373,-127,-15725,43.77
2089000,5968,-448,23,-169,43.71
2089050,5968,612,-38,16167,43.85
2089100,5968,199,-110,18838,44.37
2089150,5969,-61,-61,6167,43.98
2089200,5969,654,-39,-11438,43.67
2089250,5969,187,-267,-19381,44.45
2089300,5969,50,-169,-11707,43.37
2089350,5969,-796,-98,6087,43.97
2089400,5969,-470,115,18598,43.97
2089450,5969,-143,74,15654,43.24
2089500,5970,368,-266,-48,43.94
2089550,5970,171,-262,-15504,43.6
2089600,5970,336,117,-18438,42.86
2089650,5970,236,150,-6127,44.5
2089700,5970,518,-7,11461,44.81
2089750,5970,-111,-185,19505,43.74
2089800,5970,327,52,11510,43.45
2089850,5971,-440,-177,-6158,43.55
2089900,5971,-53,-35,-18459,43.69
2089950,5971,-449,-131,-16133,43.8
2090000,5971,27,70,308,43.97
2090050,5971,77,-62,15769,44.02
2090100,5971,267,-107,18191,43.88
2090150,5971,454,-150,6320,44.92
2090200,5972,-102,-5,-11256,44.1
2090250,5972,-252,-39,-19580,44.22
2090300,5972,-68,58,-11516,43.9
2090350,5972,249,-49,5950,44.01
2090400,5972,-47,46,18597,44.33
2090450,5972,181,-200,15859,44.06
2090500,5972,235,-86,182,43.63
2090550,5973,56,-69,-15733,44.51
2090600,5973,-570,-175,-18294,44.5
2090650,5973,-168,-125,-5668,44.15
2090700,5973,-255,-68,11675,43.88
2090750,5973,202,-110,19726,43.37
2090800,5973,-939,-61,11816,43.63
2090850,5973,-51,-53,-6594,43.88
2090900,5974,-71,-38,-18406,44.2
2090950,5974,261,-79,-15961,44.1
2091000,5974,285,-75,-104,43.42
2091050,5974,107,-95,15920,44.39
2091100,5974,-66,-195,18675,44.48
2091150,5974,-201,-46,6309,44.25
2091200,5974,243,-57,-11565,43.93
2091250,5975,202,-209,-19536,43.97
2091300,5975,28,-89,-12003,44.37
2091350,5975,-585,33,6012,44.47
2091400,5975,160,-98,18742,44.25
2091450,5975,-192,-65,15696,43.83
2091500,5975,374,93,-80,43.65
2091550,5975,188,116,-15834,43.59
2091600,5976,39,-17,-18770,44.24
2091650,5976,741,-94,-6060,44.83
2091700,5976,-78,-26,11155,43.56
2091750,5976,128,-12,19291,44.24
2091800,5976,792,110,11444,44.46
2091850,5976,-363,-70,-5638,44.31
2091900,5976,-465,-117,-18656,44.08
2091950,5977,-245,-32,-15423,43.91
2092000,5977,-187,-62,183,43.62
2092050,5977,195,-51,15791,43.12
2092100,5977,-13,-51,18599,43.97
2092150,5977,-161,-139,6081,43.54
2092200,5977,-140,-186,-11356,44.2
2092250,5977,-280,105,-19520,44.23
2092300,5978,280,86,-11128,43.43
2092350,5978,505,-61,6098,44.88
2092400,5978,251,-109,18253,43.64
2092450,5978,-376,-52,15989,44.35
2092500,5978,129,-9,29,44.74
2092550,5978,432,183,-15746,42.91
2092600,5978,164,79,-18459,43.98
2092650,5979,-295,-116,-5939,43.74
2092700,5979,162,-157,11337,43.97
2092750,5979,-289,-117,19713,44.76
2092800,5979,-558,-66,11667,44.29
2092850,5979,474,-65,-6237,43.47
2092900,5979,472,-123,-18222,44.22
2092950,5979,-291,-100,-15474,44.14
2093000,5980,130,-86,-422,44.56
2093050,5980,-387,80,15574,43.58
2093100,5980,2,-187,18582,44.08
2093150,5980,235,-68,6053,44.01
2093200,5980,527,-90,-11538,44.41
